in,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,style,titratable_acidity_ratio,acidity_index,sulfur_dioxide_ratio,chlorides_density_ratio,alcohol_ph_index,sulphates_alcohol_ratio,pH_category,quality_category
3333,6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,6,white,43.125,7.36,0.2702702702702703,0.057125676488274206,32.544,0.03958333333333334,medium,average
3334,8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.9928,3.29,0.47,12.0,6,white,25.0,8.68,0.3146067415730337,0.04230459307010476,39.480000000000004,0.03916666666666666,medium,average
3335,6.1,0.22,0.23,3.1,0.052,15.0,104.0,0.9948,3.14,0.42,8.7,5,white,27.727272727272727,6.55,0.14423076923076922,0.05227181342983514,27.317999999999998,0.04827586206896552,medium,average
3337,7.5,0.15,0.38,1.8,0.054,19.0,101.0,0.9946,3.24,0.44,10.0,5,white,50.0,8.030000000000001,0.18811881188118812,0.05429318318922179,32.400000000000006,0.044,medium,average
3338,8.4,0.29,0.29,1.05,0.032,4.0,55.0,0.9908,2.91,0.32,11.4,4,white,28.965517241379313,8.979999999999999,0.07272727272727272,0.03229713362939039,33.174,0.028070175438596492,low,poor
3339,6.6,0.37,0.47,6.5,0.061,23.0,150.0,0.9954,3.14,0.45,9.6,6,white,17.83783783783784,7.4399999999999995,0.15333333333333332,0.0612818967249347,30.144,0.046875,medium,average
3340,7.7,0.38,0.4,2.0,0.038,28.0,152.0,0.9906,3.18,0.32,12.9,6,white,20.263157894736842,8.48,0.18421052631578946,0.0383605895416919,41.022000000000006,0.024806201550387597,medium,average
3341,6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705,3.14,0.35,9.7,6,white,25.2,6.78,0.33098591549295775,0.03911539040168497,30.458,0.03608247422680413,medium,average
3342,8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,6,white,27.66666666666667,8.96,0.1952662721893491,0.0420757363253857,30.039,0.05483870967741935,medium,average
3343,6.6,0.22,0.58,1.1,0.133,52.0,136.0,0.9932,3.1,0.3,9.1,5,white,30.0,7.3999999999999995,0.38235294117647056,0.1339105920257753,28.21,0.03296703296703297,medium,average
3344,6.1,0.34,0.31,12.0,0.053,46.0,238.0,0.9977,3.16,0.48,8.6,5,white,17.941176470588232,6.749999999999999,0.19327731092436976,0.053122181016337575,27.176,0.05581395348837209,medium,average
3345,7.5,0.22,0.29,4.8,0.05,33.0,87.0,0.994,3.14,0.42,9.9,5,white,34.09090909090909,8.01,0.3793103448275862,0.05030181086519115,31.086000000000002,0.04242424242424242,medium,average
3347,8.0,0.27,0.24,1.2,0.044,20.0,102.0,0.9929,3.28,0.42,10.9,5,white,29.629629629629626,8.51,0.19607843137254902,0.044314633900694934,35.752,0.038532110091743114,medium,average
3348,6.1,0.17,0.27,1.5,0.056,45.0,135.0,0.9924,3.2,0.43,10.2,6,white,35.882352941176464,6.539999999999999,0.3333333333333333,0.05642885933091496,32.64,0.04215686274509804,medium,average
3349,7.4,0.18,0.3,10.4,0.045,44.0,174.0,0.9966,3.11,0.57,9.7,6,white,41.111111111111114,7.88,0.25287356321839083,0.04515352197471403,30.166999999999998,0.058762886597938144,medium,average
3350,6.7,0.16,0.28,2.5,0.046,40.0,153.0,0.9921,3.38,0.51,11.4,7,white,41.875,7.140000000000001,0.26143790849673204,0.04636629372039109,38.532,0.04473684210526316,medium,good
3351,6.1,0.255,0.44,12.3,0.045,53.0,197.0,0.9967,3.24,0.54,9.5,6,white,23.921568627450977,6.795,0.26903553299492383,0.04514899167251931,30.78,0.056842105263157895,medium,average
3352,7.4,0.23,0.25,1.4,0.049,43.0,141.0,0.9934,3.42,0.54,10.2,7,white,32.17391304347826,7.880000000000001,0.3049645390070922,0.049325548620897934,34.884,0.05294117647058824,medium,good
3353,6.4,0.16,0.28,2.2,0.042,33.0,93.0,0.9914,3.31,0.43,11.1,6,white,40.0,6.840000000000001,0.3548387096774194,0.042364333266088364,36.741,0.03873873873873874,medium,average
3355,6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,5,white,24.814814814814813,7.220000000000001,0.26732673267326734,0.053207509286216245,29.946000000000005,0.046236559139784944,medium,average
3356,6.9,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,5,white,23.793103448275865,7.420000000000001,0.26046511627906976,0.05618541185913514,27.896,0.049999999999999996,medium,average
3357,9.6,0.21,0.28,1.2,0.038,12.0,53.0,0.9926,2.8,0.46,10.6,5,white,45.714285714285715,10.09,0.22641509433962265,0.0382832963933105,29.679999999999996,0.043396226415094344,low,average
3358,6.6,0.62,0.2,8.7,0.046,81.0,224.0,0.99605,3.17,0.44,9.3,5,white,10.64516129032258,7.42,0.36160714285714285,0.046182420561216804,29.481,0.047311827956989246,medium,average
3359,6.4,0.28,0.19,5.4,0.042,67.0,181.0,0.99435,3.31,0.35,10.2,6,white,22.857142857142858,6.870000000000001,0.3701657458563536,0.04223864836325238,33.762,0.03431372549019608,medium,average
3360,8.0,0.3,0.28,5.7,0.044,31.0,124.0,0.9948,3.16,0.51,10.2,6,white,26.666666666666668,8.58,0.25,0.044229995979091274,32.232,0.05,medium,average
3361,6.4,0.17,0.27,1.5,0.037,20.0,98.0,0.9916,3.46,0.42,11.0,7,white,37.64705882352941,6.84,0.20408163265306123,0.03731343283582089,38.06,0.03818181818181818,medium,good
3362,7.3,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5,9.6,6,white,34.76190476190476,7.81,0.16071428571428573,0.037111334002006016,32.64,0.052083333333333336,medium,average
3365,6.6,0.32,0.26,7.7,0.054,56.0,209.0,0.9961,3.17,0.45,8.8,5,white,20.625,7.18,0.2679425837320574,0.054211424555767496,27.896,0.05113636363636363,medium,average
3366,7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,3.28,0.69,8.9,5,white,23.125,7.94,0.27932960893854747,0.05123053741838272,29.192,0.07752808988764044,medium,average
3367,6.6,0.37,0.07,1.4,0.048,58.0,144.0,0.9922,3.17,0.38,10.0,5,white,17.83783783783784,7.04,0.4027777777777778,0.04837734327756501,31.7,0.038,medium,average
3368,7.7,0.43,0.28,4.5,0.046,33.0,102.0,0.9918,3.16,0.56,12.2,7,white,17.906976744186046,8.41,0.3235294117647059,0.04638031861262351,38.552,0.0459016393442623,medium,good
3369,7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,6,white,20.0,8.45,0.18232044198895028,0.059266700150678045,33.136,0.038532110091743114,medium,average
3370,6.5,0.18,0.26,1.4,0.041,40.0,141.0,0.9941,3.34,0.72,9.5,6,white,36.111111111111114,6.9399999999999995,0.28368794326241137,0.04124333568051504,31.729999999999997,0.07578947368421052,medium,average
3371,7.8,0.4,0.26,9.5,0.059,32.0,178.0,0.9955,3.04,0.43,10.9,6,white,19.5,8.459999999999999,0.1797752808988764,0.059266700150678045,33.136,0.039449541284403665,medium,average
3373,6.9,0.19,0.28,3.0,0.054,33.0,99.0,0.9924,3.16,0.4,10.8,6,white,36.31578947368421,7.370000000000001,0.3333333333333333,0.05441354292623942,34.12800000000001,0.037037037037037035,medium,average
3374,7.7,0.49,1.0,19.6,0.03,28.0,135.0,0.9973,3.24,0.4,12.0,6,white,15.714285714285715,9.19,0.2074074074074074,0.03008121929208864,38.88,0.03333333333333333,medium,average
3375,6.6,0.25,0.35,14.0,0.069,42.0,163.0,0.999,3.56,0.47,9.8,5,white,26.4,7.199999999999999,0.25766871165644173,0.06906906906906908,34.888000000000005,0.04795918367346938,high,average
3377,6.4,0.15,0.36,1.8,0.034,43.0,150.0,0.9922,3.42,0.69,11.0,8,white,42.66666666666667,6.910000000000001,0.2866666666666667,0.03426728482160855,37.62,0.06272727272727273,medium,good
3379,8.4,0.17,0.31,5.4,0.052,47.0,150.0,0.9953,3.24,0.38,9.8,5,white,49.411764705882355,8.88,0.31333333333333335,0.052245554104290166,31.752000000000006,0.03877551020408163,medium,average
3380,6.1,0.32,0.37,1.8,0.051,13.0,200.0,0.9945,3.49,0.44,10.5,4,white,19.0625,6.79,0.065,0.05128205128205127,36.645,0.0419047619047619,medium,poor
3381,8.5,0.21,0.26,9.25,0.034,73.0,142.0,0.9945,3.05,0.37,11.4,6,white,40.476190476190474,8.97,0.5140845070422535,0.03418803418803419,34.769999999999996,0.03245614035087719,medium,average
3382,8.7,0.45,0.4,1.5,0.067,17.0,100.0,0.9957,3.27,0.57,10.1,6,white,19.333333333333332,9.549999999999999,0.17,0.06728934417997388,33.027,0.05643564356435643,medium,average
3383,6.7,0.24,0.29,6.8,0.038,54.0,127.0,0.9932,3.33,0.46,11.6,7,white,27.916666666666668,7.23,0.4251968503937008,0.038260169150221505,38.628,0.039655172413793106,medium,good
3385,7.4,0.33,0.26,2.6,0.04,29.0,115.0,0.9913,3.07,0.52,11.8,7,white,22.424242424242426,7.99,0.25217391304347825,0.04035105417129023,36.226,0.04406779661016949,medium,good
3386,7.2,0.26,0.3,2.1,0.033,50.0,158.0,0.9909,3.33,0.43,12.1,7,white,27.692307692307693,7.76,0.31645569620253167,0.03330305782621859,40.293,0.03553719008264463,medium,good
3387,8.2,0.36,0.29,7.6,0.035,37.0,122.0,0.9939,3.16,0.34,12.0,5,white,22.777777777777775,8.849999999999998,0.30327868852459017,0.03521481034309287,37.92,0.028333333333333335,medium,average
3388,7.8,0.2,0.24,1.6,0.026,26.0,189.0,0.991,3.08,0.74,12.1,7,white,39.0,8.24,0.13756613756613756,0.026236125126135216,37.268,0.06115702479338843,medium,good
3389,9.4,0.16,0.3,1.4,0.042,26.0,176.0,0.9954,3.15,0.46,9.1,5,white,58.75,9.860000000000001,0.14772727272727273,0.042194092827004225,28.665,0.05054945054945055,medium,average
3390,6.4,0.33,0.24,1.6,0.054,25.0,117.0,0.9943,3.36,0.5,9.3,5,white,19.393939393939394,6.970000000000001,0.21367521367521367,0.05430956451775118,31.248,0.05376344086021505,medium,average
3391,7.8,0.22,0.36,1.4,0.056,21.0,153.0,0.993,3.2,0.53,10.4,6,white,35.45454545454545,8.379999999999999,0.13725490196078433,0.05639476334340383,33.28,0.05096153846153846,medium,average
3392,7.4,0.35,0.31,17.95,0.062,42.0,187.0,1.0002,3.27,0.64,9.1,5,white,21.142857142857146,8.06,0.22459893048128343,0.0619876024795041,29.756999999999998,0.07032967032967033,medium,average
3393,6.6,0.37,0.24,2.0,0.064,23.0,120.0,0.9946,3.32,0.54,9.4,5,white,17.83783783783784,7.21,0.19166666666666668,0.06434747637241102,31.208,0.0574468085106383,medium,average
3394,6.7,0.37,0.41,6.3,0.061,22.0,149.0,0.9953,3.16,0.47,9.6,6,white,18.10810810810811,7.48,0.1476510067114094,0.06128805385310961,30.336,0.04895833333333333,medium,average
3395,7.1,0.37,0.32,1.4,0.037,27.0,126.0,0.9918,3.19,0.62,12.0,5,white,19.18918918918919,7.79,0.21428571428571427,0.03730590844928413,38.28,0.051666666666666666,medium,average
3396,6.9,0.25,0.27,9.05,0.039,37.0,128.0,0.9936,3.27,0.34,11.3,8,white,27.6,7.42,0.2890625,0.0392512077294686,36.951,0.03008849557522124,medium,good
3397,6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,3.06,0.41,8.7,6,white,29.565217391304344,7.32,0.3236994219653179,0.07311698717948718,26.622,0.047126436781609195,medium,average
3398,6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6,white,24.615384615384617,6.87,0.21604938271604937,0.040176777822418644,33.561,0.05858585858585858,medium,average
3399,7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,6,white,25.333333333333332,8.12,0.29842931937172773,0.04916716837246639,28.644000000000002,0.04301075268817204,medium,average
3400,9.4,0.16,0.23,1.6,0.042,14.0,67.0,0.9942,3.07,0.32,9.5,5,white,58.75,9.790000000000001,0.208955223880597,0.042245021122510565,29.165,0.03368421052631579,medium,average
3404,7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,5,white,22.727272727272727,8.22,0.24369747899159663,0.0651694405454181,29.704000000000004,0.04148936170212766,medium,average
3405,7.6,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,5,white,20.0,8.18,0.07758620689655173,0.04625905068382945,29.61,0.04361702127659574,medium,average
3406,8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,6,white,44.0,9.43,0.32608695652173914,0.05295763389288569,28.864,0.08977272727272727,medium,average
3409,6.6,0.36,0.21,1.5,0.049,39.0,184.0,0.9928,3.18,0.41,9.9,6,white,18.333333333333332,7.17,0.21195652173913043,0.04935535858178888,31.482000000000003,0.04141414141414141,medium,average
3411,5.6,0.46,0.24,4.8,0.042,24.0,72.0,0.9908,3.29,0.37,12.6,6,white,12.17391304347826,6.3,0.3333333333333333,0.04238998788857489,41.454,0.029365079365079365,medium,average
3412,7.2,0.15,0.38,1.2,0.038,18.0,110.0,0.9917,3.19,0.43,11.1,6,white,48.0,7.73,0.16363636363636364,0.03831803972975698,35.409,0.03873873873873874,medium,average
3413,8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7,white,19.523809523809522,8.909999999999998,0.31,0.030269397638986985,38.400000000000006,0.024999999999999998,medium,good
3414,6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,6,white,22.666666666666668,7.449999999999999,0.06097560975609756,0.03833736884584342,37.08,0.04416666666666667,medium,average
3415,6.7,0.27,0.3,13.9,0.029,34.0,131.0,0.9953,3.36,0.5,12.0,7,white,24.814814814814813,7.2700000000000005,0.2595419847328244,0.029136943635084903,40.32,0.041666666666666664,medium,good
3416,7.2,0.5,0.0,0.8,0.034,46.0,114.0,0.9932,3.19,0.34,9.2,4,white,14.4,7.7,0.40350877192982454,0.034232782923882404,29.348,0.036956521739130443,medium,poor
3417,6.0,0.26,0.29,1.0,0.032,27.0,96.0,0.9896,3.38,0.44,12.3,6,white,23.076923076923077,6.55,0.28125,0.03233629749393695,41.574,0.03577235772357723,medium,average
3418,6.8,0.33,0.28,1.2,0.032,38.0,131.0,0.9889,3.19,0.41,13.0,6,white,20.606060606060606,7.41,0.2900763358778626,0.032359186975427244,41.47,0.031538461538461536,medium,average
3420,7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,3.07,0.38,10.9,5,white,25.51724137931035,8.0,0.20909090909090908,0.03526093088857546,33.463,0.03486238532110092,medium,average
3422,7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0,6,white,38.421052631578945,7.73,0.1471861471861472,0.0541951023685267,33.6,0.054000000000000006,medium,average
3423,6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32,9.0,5,white,20.3125,6.94,0.21212121212121213,0.033086023661519956,28.98,0.035555555555555556,medium,average
3424,7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.9944,3.42,0.6,10.4,5,white,22.1875,7.82,0.15476190476190477,0.034191472244569594,35.568,0.05769230769230769,medium,average
3427,7.3,0.17,0.23,6.3,0.051,35.0,240.0,0.9963,3.36,0.54,10.0,6,white,42.94117647058823,7.7,0.14583333333333334,0.051189400782896716,33.6,0.054000000000000006,medium,average
3428,7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7,white,17.5,8.38,0.24550898203592814,0.03116204262163249,35.256,0.03805309734513274,medium,good
3430,7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7,white,15.102040816326532,8.13,0.2222222222222222,0.03014166582939817,37.56,0.0425,medium,good
3433,6.4,0.21,0.3,5.6,0.044,43.0,160.0,0.9949,3.6,0.41,10.6,6,white,30.476190476190478,6.91,0.26875,0.04422555030656347,38.16,0.038679245283018866,high,average
3434,8.0,0.55,0.42,12.6,0.211,37.0,213.0,0.9988,2.99,0.56,9.3,5,white,14.545454545454545,8.97,0.17370892018779344,0.21125350420504604,27.807000000000006,0.060215053763440864,low,average
3435,7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,3.04,0.54,9.4,6,white,36.8421052631579,7.420000000000001,0.25961538461538464,0.12356841470765521,28.576,0.0574468085106383,medium,average
3436,7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,7,white,30.000000000000004,7.73,0.3627450980392157,0.037298387096774195,35.97,0.05818181818181818,medium,good
3437,6.5,0.34,0.36,11.0,0.052,53.0,247.0,0.9984,3.44,0.55,9.3,6,white,19.11764705882353,7.2,0.2145748987854251,0.052083333333333336,31.992,0.05913978494623656,medium,average
3439,6.9,0.18,0.33,1.0,0.054,24.0,164.0,0.9926,3.42,0.51,10.5,5,white,38.333333333333336,7.41,0.14634146341463414,0.054402579085230704,35.91,0.04857142857142857,medium,average
3441,8.2,0.18,0.31,11.8,0.039,96.0,249.0,0.9976,3.07,0.52,9.5,6,white,45.55555555555555,8.69,0.3855421686746988,0.039093825180433035,29.165,0.05473684210526316,medium,average
3442,8.3,0.28,0.45,7.8,0.059,32.0,139.0,0.9972,3.33,0.77,11.2,6,white,29.642857142857142,9.03,0.2302158273381295,0.05916566385880465,37.296,0.06875,medium,average
3443,6.1,0.34,0.46,4.7,0.029,21.0,94.0,0.991,3.29,0.62,12.3,6,white,17.941176470588232,6.8999999999999995,0.22340425531914893,0.029263370332996974,40.467000000000006,0.050406504065040644,medium,average
3444,7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,5,white,16.81818181818182,8.040000000000001,0.2802547770700637,0.04909819639278557,29.43,0.04888888888888889,medium,average
3445,7.6,0.26,0.58,7.9,0.041,62.0,180.0,0.9966,3.07,0.38,9.0,5,white,29.23076923076923,8.44,0.34444444444444444,0.04113987557696167,27.63,0.042222222222222223,medium,average
3447,8.7,0.49,0.57,17.8,0.052,34.0,243.0,1.0007,2.98,0.82,9.0,5,white,17.755102040816325,9.76,0.13991769547325103,0.05196362546217648,26.82,0.0911111111111111,low,average
3448,7.0,0.24,0.25,1.7,0.042,48.0,189.0,0.992,3.25,0.42,11.4,6,white,29.166666666666668,7.49,0.25396825396825395,0.04233870967741936,37.050000000000004,0.03684210526315789,medium,average
3449,7.1,0.25,0.25,1.6,0.046,50.0,181.0,0.9925,3.2,0.42,11.0,7,white,28.4,7.6,0.27624309392265195,0.04634760705289672,35.2,0.03818181818181818,medium,good
3451,6.4,0.18,0.31,1.6,0.049,36.0,127.0,0.9934,3.6,0.67,10.4,7,white,35.55555555555556,6.89,0.28346456692913385,0.049325548620897934,37.440000000000005,0.06442307692307693,high,good
3452,8.3,0.27,0.39,2.4,0.058,16.0,107.0,0.9955,3.28,0.59,10.3,5,white,30.74074074074074,8.96,0.14953271028037382,0.05826217980914113,33.784,0.057281553398058245,medium,average
3453,6.8,0.24,0.35,6.4,0.048,44.0,172.0,0.9944,3.29,0.55,10.5,7,white,28.333333333333332,7.39,0.2558139534883721,0.048270313757039426,34.545,0.05238095238095238,medium,good
3454,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,6,white,36.36363636363637,8.5,0.4213197969543147,0.05310089169421901,30.772000000000002,0.04591836734693877,medium,average
3455,10.0,0.91,0.42,1.6,0.056,34.0,181.0,0.9968,3.11,0.46,10.0,4,white,10.989010989010989,11.33,0.1878453038674033,0.056179775280898875,31.099999999999998,0.046,medium,poor
3456,8.9,0.34,0.34,1.6,0.056,13.0,176.0,0.9946,3.14,0.47,9.7,5,white,26.176470588235293,9.58,0.07386363636363637,0.056304041825859644,30.458,0.04845360824742268,medium,average
3457,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.9946,3.13,0.47,9.7,5,white,26.96969696969697,9.57,0.08187134502923976,0.056304041825859644,30.360999999999997,0.04845360824742268,medium,average
3459,6.7,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,3.32,0.66,10.5,6,white,37.22222222222222,7.07,0.35403726708074534,0.04624974864267042,34.86,0.06285714285714286,medium,average
3460,7.8,0.2,0.28,10.2,0.054,78.0,186.0,0.997,3.14,0.46,10.0,6,white,39.0,8.28,0.41935483870967744,0.05416248746238716,31.400000000000002,0.046,medium,average
3461,7.3,0.13,0.31,2.3,0.054,22.0,104.0,0.9924,3.24,0.92,11.5,7,white,56.15384615384615,7.739999999999999,0.21153846153846154,0.05441354292623942,37.260000000000005,0.08,medium,good
3462,6.6,0.28,0.3,7.8,0.049,57.0,202.0,0.9958,3.24,0.39,9.5,5,white,23.57142857142857,7.18,0.28217821782178215,0.04920666800562362,30.78,0.04105263157894737,medium,average
3463,7.1,0.25,0.3,2.4,0.042,25.0,122.0,0.994,3.43,0.61,10.5,6,white,28.4,7.6499999999999995,0.20491803278688525,0.04225352112676057,36.015,0.058095238095238096,medium,average
3464,7.6,0.36,0.44,8.3,0.255,28.0,142.0,0.9958,3.12,0.43,10.2,6,white,21.11111111111111,8.4,0.19718309859154928,0.2560755171721229,31.823999999999998,0.04215686274509804,medium,average
3465,7.6,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,3.34,0.5,9.8,6,white,28.148148148148145,8.12,0.22613065326633167,0.05008012820512821,32.732,0.0510204081632653,medium,average
3466,6.9,0.37,0.28,13.8,0.031,34.0,137.0,0.9948,3.1,0.37,11.6,6,white,18.64864864864865,7.550000000000001,0.24817518248175183,0.03116204262163249,35.96,0.03189655172413793,medium,average
3467,7.4,0.21,0.27,7.3,0.031,41.0,144.0,0.9932,3.15,0.38,11.8,7,white,35.23809523809524,7.880000000000001,0.2847222222222222,0.03121224325412807,37.17,0.03220338983050847,medium,good
3468,8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,7,white,45.55555555555555,8.659999999999998,0.29285714285714287,0.03516881028938907,30.704,0.03663366336633663,medium,good
3469,6.3,0.19,0.21,1.8,0.049,35.0,163.0,0.9924,3.31,0.5,10.3,6,white,33.1578947368421,6.7,0.2147239263803681,0.04937525191455059,34.093,0.04854368932038835,medium,average
3470,7.0,0.21,0.22,5.1,0.048,38.0,168.0,0.9945,3.34,0.49,10.4,6,white,33.333333333333336,7.43,0.2261904761904762,0.048265460030165915,34.736,0.047115384615384615,medium,average
3471,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,5,white,17.575757575757574,6.33,0.1566265060240964,0.047113071371291095,27.501,0.051685393258426963,medium,average
3473,7.9,0.29,0.31,7.35,0.034,37.0,154.0,0.9938,3.06,0.31,10.8,5,white,27.24137931034483,8.5,0.24025974025974026,0.03421211511370497,33.048,0.0287037037037037,medium,average
3474,6.6,0.31,0.38,16.05,0.058,16.0,165.0,0.9997,3.38,0.6,9.2,5,white,21.29032258064516,7.289999999999999,0.09696969696969697,0.05801740522156647,31.095999999999997,0.06521739130434782,medium,average
3475,8.0,0.19,0.3,2.0,0.053,48.0,140.0,0.994,3.18,0.49,9.6,6,white,42.10526315789474,8.49,0.34285714285714286,0.05331991951710261,30.528,0.051041666666666666,medium,average
3476,8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,6,white,40.0,8.559999999999999,0.2692307692307692,0.03225481302288076,32.032000000000004,0.035576923076923075,medium,average
3477,8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57,8.7,6,white,32.0,8.51,0.16532258064516128,0.043060284398157414,26.360999999999997,0.06551724137931035,medium,average
3478,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,white,36.0,8.01,0.13592233009708737,0.04305597276459397,28.151999999999997,0.0391304347826087,medium,average
